Donors Returns - 2012-13,
 data exported: 01/Feb/2017 12:02,
DonorClientNm,DonorAddressLine1,DonorSuburb,DonorStateAb,DonorPostcode,RecipientClientNm,DonationDt,AmountPaid,
"Eastern Australia Agriculture Pty Limited","450 Whyendah Road","ST GEORGE","QLD","4487","Liberal Party of Australia, NSW Division","13/07/2012 12:00:00 AM","20000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Greens, Victorian Branch","18/12/2012 12:00:00 AM","50000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Katter's Australian Party","10/09/2012 12:00:00 AM","50000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Northern Territory) Branch","30/07/2012 12:00:00 AM","30000.0000",
"Eli Lilly Australia Pty Ltd","112 Wharf Road","WEST RYDE","NSW","2114","ALP","21/09/2012 12:00:00 AM","8150.0000",
"Eli Lilly Australia Pty Ltd","112 Wharf Road","WEST RYDE","NSW","2114","ALP","07/06/2013 12:00:00 AM","8000.0000",
"Eli Lilly Australia Pty Ltd","112 Wharf Road","WEST RYDE","NSW","2114","ALP","23/06/2013 12:00:00 AM","1500.0000",
"Employers Mutual Limited","Level 3 345 George Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-NSW","18/02/2013 12:00:00 AM","11000.0000",
"Employers Mutual Limited","Level 3 345 George Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB","07/03/2013 12:00:00 AM","5000.0000",
"Employers Mutual Limited","Level 3 345 George Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-NSW","18/10/2012 12:00:00 AM","2000.0000",
"Employers Mutual Limited","Level 3 345 George Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-NSW","05/03/2013 12:00:00 AM","600.0000",
"Employers Mutual Limited","Level 3 345 George Street","SYDNEY","NSW","2000","Liberal Party of Australia / LIB-NSW","06/08/2012 12:00:00 AM","500.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia (VIC Division)","05/04/2013 12:00:00 AM","25000.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party","18/04/2013 12:00:00 AM","9900.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party","15/10/2012 12:00:00 AM","8250.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party","14/05/2013 12:00:00 AM","2500.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party","20/11/2012 12:00:00 AM","2250.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (Vic Branch)","24/08/2012 12:00:00 AM","2085.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (Vic Branch)","19/10/2012 12:00:00 AM","1650.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (Vic Branch)","20/09/2012 12:00:00 AM","1550.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (Vic Branch)","18/04/2013 12:00:00 AM","1500.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (SA Branch)","14/06/2013 12:00:00 AM","1100.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (Vic Branch)","16/04/2013 12:00:00 AM","1000.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (Vic Branch)","09/11/2012 12:00:00 AM","750.0000",
"Energy Australia Pty Ltd","Level 33 385 Bourke Street","MELBOURNE","VIC","3000","Australian Labor Party (Vic Branch)","16/10/2012 12:00:00 AM","220.0000",
"Ernst & Young","680 George Street","SYDNEY","NSW","2000","LIberal Party of Australia (WA)","24/05/2013 12:00:00 AM","12500.0000",
"Ernst & Young","680 George Street","SYDNEY","NSW","2000","LIberal Party of Australia (WA)","26/02/2013 12:00:00 AM","10000.0000",
"Ernst & Young","680 George Street","SYDNEY","NSW","2000","LIberal Party of Australia (WA)","22/11/2012 12:00:00 AM","7500.0000",
"Ernst & Young","680 George Street","SYDNEY","NSW","2000","LIberal Party of Australia (WA)","31/10/2012 12:00:00 AM","6375.0000",
"Ernst & Young","680 George Street","SYDNEY","NSW","2000","LIberal Party of Australia (WA)","22/04/2013 12:00:00 AM","2325.0000",
"Ernst & Young","680 George Street","SYDNEY","NSW","2000","LIberal Party of Australia (WA)","04/07/2012 12:00:00 AM","1950.0000",
"Ernst & Young","680 George Street","SYDNEY","NSW","2000","LIberal Party of Australia (WA)","25/07/2012 12:00:00 AM","1650.0000",
"Ernst & Young","680 George Street","SYDNEY","NSW","2000","LIberal Party of Australia (WA)","23/04/2013 12:00:00 AM","1650.0000",
"Estate Christine Fogg","Nicholson Solicitors L21/345 Queen Street","BRISBANE","QLD","4001","The Greens NSW","22/04/2013 12:00:00 AM","24379.0000",
"Estate Christine Fogg","Nicholson Solicitors L21/345 Queen Street","BRISBANE","QLD","4001","The Greens NSW","24/01/2013 12:00:00 AM","9990.0000",
"Estate of Judith Catherine Iltis","c/- PO Box 7017","YARRALUMLA","ACT","2612","Australian Greens, Australian Capital Territory Branch (GRN-ACT)","07/02/2013 12:00:00 AM","18000.0000",
"Fannie Bay Investments Pty Ltd","Suite 2 53 Ross Smith Ave","PARAP","NT","0820","Country Liberal Party (CLP-NT)","21/08/2012 12:00:00 AM","15000.0000",
"Financial Planning Association of Australia Ltd","Level 4, 75 Castlereagh St","SYDNEY","NSW","2000","Liberal Party (W.A. Division) Inc.","28/06/2013 12:00:00 AM","10000.0000",
"Financial Planning Association of Australia Ltd","Level 4, 75 Castlereagh St","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","23/04/2013 12:00:00 AM","5500.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","North Sydney Forum - LIB-NSW","31/05/2013 12:00:00 AM","11000.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","Senator Mathias Corman Liberal Party Camp A/C - LIB-WA","01/08/2012 12:00:00 AM","10000.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","Robertson Labor Campaign - ALP-NSW","05/03/2013 12:00:00 AM","7500.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","ALP-FED","27/05/2013 12:00:00 AM","2500.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","ALP-FED","27/05/2013 12:00:00 AM","2500.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","ALP National Secretariat - ALP-FED","18/02/2013 12:00:00 AM","2200.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","Progressive Bus. Assoc. - ALP-FED","15/02/2013 12:00:00 AM","2200.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","Lindsay FEC - ALP-NSW","23/10/2012 12:00:00 AM","1700.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","Progressive Bus. Assoc. - ALP-FED","23/10/2012 12:00:00 AM","1650.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","Liberal Party of Australia (TAS) - LIB-TAS","11/09/2012 12:00:00 AM","1650.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","ALP NSW McMahon FEC - ALP-NSW","29/08/2012 12:00:00 AM","1000.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","ALP NSW McMahon FEC - ALP-NSW","31/05/2013 12:00:00 AM","1000.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","ALP NSW McMahon FEC - ALP-NSW","31/05/2013 12:00:00 AM","1000.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","Casey federal Electorate - LIB-VIC","12/09/2012 12:00:00 AM","950.0000",
"Financial Services Council Limited","24/44 Market Street","SYDNEY","NSW","2000","ALP NSW McMahon FEC - ALP-NSW","17/07/2012 12:00:00 AM","600.0000",
"Finbar Group Limited","PO Box 3380","EAST PERTH","WA","6892","Liberal Party of Australia (WA Div) Inc - LIB-WA","08/03/2013 12:00:00 AM","20000.0000",
"Finbar Group Limited","PO Box 3380","EAST PERTH","WA","6892","Liberal Party of Australia (WA Div) Inc - LIB-WA","21/02/2013 12:00:00 AM","1000.0000",
"First Exar Pty Ltd","Level 2, 139 Collins Street","MELBOURNE","VIC","3000","Liberal Party of Australia","17/06/2013 12:00:00 AM","25000.0000",
"FJM Equities Pty Ltd","PO Box 879","SUBIACO","WA","6904","Liberal Party (W.A. Division) Inc.","12/02/2013 12:00:00 AM","25000.0000",
"FJM Equities Pty Ltd","PO Box 879","SUBIACO","WA","6904","Liberal Party (W.A. Division) Inc.","20/11/2012 12:00:00 AM","10000.0000",
"FPC30 Ltd t/a FPC Green Energy","124 Mill Road","Woogoolba","QLD","4207","LNP-QLD","14/06/2013 12:00:00 AM","15000.0000",
"Furama Pty Ltd ATF Pearson Street Unit Trust","321 Shelby Street","OSBORNE PARK","WA","6017","Liberal Party of Australia (W.A. Division)","30/06/2013 12:00:00 AM","150000.0000",
"Gainsdale Pty Ltd","108 Harte Street","CHELMER","QLD","4068","Australian Stable Population Party","03/10/2012 12:00:00 AM","16350.0000",
"Gainsdale Pty Ltd","108 Harte Street","CHELMER","QLD","4068","Australian Stable Population Party","16/01/2013 12:00:00 AM","16350.0000",
"Gainsdale Pty Ltd","108 Harte Street","CHELMER","QLD","4068","Australian Stable Population Party","17/04/2013 12:00:00 AM","16350.0000",
"Gainsdale Pty Ltd","108 Harte Street","CHELMER","QLD","4068","Australian Stable Population Party","06/07/2012 12:00:00 AM","16350.0000",
"Gainsdale Pty Ltd","108 Harte Street","CHELMER","QLD","4068","Australian Stable Population Party","03/09/2012 12:00:00 AM","15520.0000",
"Gainsdale Pty Ltd","108 Harte Street","CHELMER","QLD","4068","Australian Stable Population Party","29/11/2012 12:00:00 AM","15000.0000",
"Gazcorp Pty Limited","Suite 1 Level 2 230 Victoria Rd","GLADESVILLE","NSW","2111","Liberal Party of Australia, NSW Division","04/01/2013 12:00:00 AM","12000.0000",
"Gazcorp Pty Limited","Suite 1 Level 2 230 Victoria Rd","GLADESVILLE","NSW","2111","Liberal Party of Australia, NSW Division","04/04/2013 12:00:00 AM","2000.0000",
"Gazcorp Pty Limited","Suite 1 Level 2 230 Victoria Rd","GLADESVILLE","NSW","2111","Liberal Party of Australia, NSW Division","13/06/2013 12:00:00 AM","500.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-FED","10/12/2012 12:00:00 AM","27500.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-VIC (Enterprise 500)","18/02/2013 12:00:00 AM","25000.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-FED","08/02/2013 12:00:00 AM","16500.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","01/08/2012 12:00:00 AM","10542.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-FED","28/02/2013 12:00:00 AM","10191.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-FED","12/10/2012 12:00:00 AM","8497.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","19/12/2012 12:00:00 AM","4000.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","16/11/2012 12:00:00 AM","3091.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-FED","19/04/2013 12:00:00 AM","3050.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","18/07/2012 12:00:00 AM","1000.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","11/04/2013 12:00:00 AM","500.0000",
"Genworth Financial Mortgage Insurance Pty Limited","Level 26 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","03/07/2012 12:00:00 AM","160.0000",
"Gimbells Investments Pty Ltd","PO Box 126","KARAMA","NT","0813","Country Liberals (Northern Territory)","31/07/2012 12:00:00 AM","10000.0000",
"Gimbells Investments Pty Ltd","PO Box 126","KARAMA","NT","0813","Country Liberals (Northern Territory)","20/08/2012 12:00:00 AM","5000.0000",
"Gimbells Investments Pty Ltd","PO Box 126","KARAMA","NT","0813","Country Liberals (Northern Territory)","18/02/2013 12:00:00 AM","1499.0000",
"Gindalbie Metals Ltd","Level 9 London House 216 St Georges Terrace","PERTH","WA","6000","LIB-WA","31/03/2013 12:00:00 AM","20000.0000",
"Gindalbie Metals Ltd","Level 9 London House 216 St Georges Terrace","PERTH","WA","6000","Australian Labor Party (ALP)","30/11/2012 12:00:00 AM","3500.0000",
"Gindalbie Metals Ltd","Level 9 London House 216 St Georges Terrace","PERTH","WA","6000","Australian Labor Party (ALP)","29/12/2012 12:00:00 AM","2000.0000",
"Gindalbie Metals Ltd","Level 9 London House 216 St Georges Terrace","PERTH","WA","6000","Australian Labor Party (ALP)","31/03/2013 12:00:00 AM","2000.0000",
"Gindalbie Metals Ltd","Level 9 London House 216 St Georges Terrace","PERTH","WA","6000","Australian Labor Party (ALP)","31/08/2012 12:00:00 AM","1500.0000",
"Gindalbie Metals Ltd","Level 9 London House 216 St Georges Terrace","PERTH","WA","6000","Australian Labor Party (ALP)","15/07/2012 12:00:00 AM","1363.0000",
"Gindalbie Metals Ltd","Level 9 London House 216 St Georges Terrace","PERTH","WA","6000","Australian Labor Party (ALP)","15/10/2012 12:00:00 AM","1000.0000",
"Gindalbie Metals Ltd","Level 9 London House 216 St Georges Terrace","PERTH","WA","6000","Australian Labor Party (Western Australian Branch)","15/03/2013 12:00:00 AM","1000.0000",
"Golden Mile Developments NT Pty Ltd","GPO Box 1973","DARWIN","NT","0801","Australian Labor Party (Northern Territory) Branch","14/08/2012 12:00:00 AM","12940.0000",
"Goldtime Holdings Pty Ltd","PO Box 332","OSBORNE PARK","WA","6917","National Party of Australia (WA) Inc","16/11/2012 12:00:00 AM","30000.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - SA - LIB-SA","10/07/2012 12:00:00 AM","2640.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Australian Labor Party - SA - ALP-SA","24/08/2012 12:00:00 AM","2500.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - SA - LIB-SA","12/06/2013 12:00:00 AM","2400.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal National Party of Queensland - LNP-QLD","03/04/2013 12:00:00 AM","1900.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Australian Labor Party - VIC - ALP-VIC","03/02/2013 12:00:00 AM","1550.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Australian Labor Party - ALP","03/05/2013 12:00:00 AM","1100.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - SA - LIB-SA","19/10/2012 12:00:00 AM","1000.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/12/2012 12:00:00 AM","950.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Australian Labor Party - ALP","23/04/2013 12:00:00 AM","760.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - SA - LIB-SA","04/10/2012 12:00:00 AM","666.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/03/2013 12:00:00 AM","600.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Australian Labor Party - ALP","03/08/2012 12:00:00 AM","550.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/04/2013 12:00:00 AM","500.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - LIB","03/05/2013 12:00:00 AM","500.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Australian Labor Party - SA - ALP-SA","22/11/2012 12:00:00 AM","495.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","25/07/2012 12:00:00 AM","440.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/01/2013 12:00:00 AM","400.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Australian Labor Party - SA - ALP-SA","22/11/2012 12:00:00 AM","300.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/04/2013 12:00:00 AM","300.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/06/2013 12:00:00 AM","285.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/01/2013 12:00:00 AM","240.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","National Party of Australia - VIC - NAT-VIC","03/06/2013 12:00:00 AM","220.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - SA - LIB-SA","04/10/2012 12:00:00 AM","200.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","17/07/2012 12:00:00 AM","180.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/06/2013 12:00:00 AM","160.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/12/2012 12:00:00 AM","150.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Australian Labor Party - SA - ALP-SA","03/01/2013 12:00:00 AM","130.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/01/2013 12:00:00 AM","120.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/05/2013 12:00:00 AM","120.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/06/2013 12:00:00 AM","75.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Liberal Party of Australia - VIC - LIB-VIC","03/06/2013 12:00:00 AM","75.0000",
"Government Relations Australia Advisory Pty Ltd","Level 7 8 Spring Street","SYDNEY","NSW","2000","Australian Labor Party - ALP","03/06/2013 12:00:00 AM","50.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","The National Party - NAT-WA","16/05/2013 12:00:00 AM","6000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus-WA - LIB-WA","20/07/2012 12:00:00 AM","5500.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus-WA - LIB-WA","05/09/2012 12:00:00 AM","5000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus - LIB-WA","01/01/2013 12:00:00 AM","3500.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus - LIB-WA","12/03/2013 12:00:00 AM","3000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Australian Labor Party - ALP-ACT","24/09/2012 12:00:00 AM","2200.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus - LIB-WA","22/04/2013 12:00:00 AM","2000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Australian Labor Party - ALP-WA","03/01/2013 12:00:00 AM","2000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","The National Party - NAT-WA","07/08/2012 12:00:00 AM","2000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus-WA - LIB-WA","23/09/2012 12:00:00 AM","1500.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus - LIB-WA","03/07/2012 12:00:00 AM","1500.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus - LIB-WA","19/04/2013 12:00:00 AM","1100.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Australian Labor Party - ALP-WA","19/04/2013 12:00:00 AM","1100.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Australian Labor Party - ALP-ACT","01/06/2013 12:00:00 AM","1100.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus - LIB-WA","17/05/2013 12:00:00 AM","1000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus - LIB-WA","03/07/2012 12:00:00 AM","1000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus-WA - LIB-WA","14/08/2012 12:00:00 AM","1000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus-WA - LIB-WA","11/09/2012 12:00:00 AM","1000.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus-SA - LIB-SA","01/08/2012 12:00:00 AM","500.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Liberal Party of Aus - LIB-WA","12/03/2013 12:00:00 AM","300.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","The National Party - NAT-WA","29/01/2013 12:00:00 AM","280.0000",
"GRA Everingham Pty Ltd","1/1251 Hay Street","WEST PERTH","WA","6005","Australian Labor Party - ALP-WA","02/08/2012 12:00:00 AM","160.0000",
"Greentree Farming",""Yarrawa"","MUNGINDI","NSW","2406","Liberal Party of Australia, NSW Division","14/06/2013 12:00:00 AM","20000.0000",
"GROCON PTY LTD","3 ALBERT COATES LANE","MELBOURNE","VIC","3000","Liberal National Party of Queensland","09/11/2012 12:00:00 AM","11600.0000",
"GROCON PTY LTD","3 ALBERT COATES LANE","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","03/06/2013 12:00:00 AM","7000.0000",
"GROCON PTY LTD","3 ALBERT COATES LANE","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","09/11/2012 12:00:00 AM","5500.0000",
"GROCON PTY LTD","3 ALBERT COATES LANE","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","03/10/2012 12:00:00 AM","1650.0000",
"GROCON PTY LTD","3 ALBERT COATES LANE","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","21/09/2012 12:00:00 AM","1550.0000",
"GROCON PTY LTD","3 ALBERT COATES LANE","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","26/10/2012 12:00:00 AM","550.0000",
"Groundworks Australia Pty Ltd ATF Groundworks Unit Trust","34 Suscatand Street","ROCKLEA","QLD","4106","LNP-QLD - Oxley FDC (federal fundraising)","29/04/2013 12:00:00 AM","1000.0000",
"Groundworks Australia Pty Ltd ATF Groundworks Unit Trust","34 Suscatand Street","ROCKLEA","QLD","4106","LNP-QLD - Oxley FDC (federal fundraising)","28/05/2013 12:00:00 AM","1000.0000",
"Groundworks Australia Pty Ltd ATF Groundworks Unit Trust","34 Suscatand Street","ROCKLEA","QLD","4106","LNP-QLD - Ryan FDC (federal fundraising)","28/05/2013 12:00:00 AM","1000.0000",
"Group Administration Australia Pty Ltd","Level 7 123 Eagle Street","BRISBANE","QLD","4001","Liberal Party of Australia (Victorian Division)","31/07/2012 12:00:00 AM","50000.0000",
"Group Colleges Australia","Locked Bag 7","REDFERN","NSW","2016","Liberal Party of Australia","28/02/2013 12:00:00 AM","11000.0000",
"Group Colleges Australia","Locked Bag 7","REDFERN","NSW","2016","Liberal Party of Australia","19/04/2013 12:00:00 AM","3000.0000",
"Group Colleges Australia","Locked Bag 7","REDFERN","NSW","2016","Liberal Party of Australia","27/02/2013 12:00:00 AM","700.0000",
"Halikos Pty Ltd","GPO Box 1511","DARWIN","NT","0801","CLP-NT","01/10/2012 12:00:00 AM","100000.0000",
"Halikos Pty Ltd","GPO Box 1511","DARWIN","NT","0801","ALP-NT","30/06/2013 12:00:00 AM","90000.0000",
"Hancock Coal Pty Ltd","Level 8 307 Queen Street","BRISBANE CITY","QLD","4000","Australian Labor Party (ALP)","25/07/2012 12:00:00 AM","55000.0000",
"Hancock Coal Pty Ltd","Level 8 307 Queen Street","BRISBANE CITY","QLD","4000","National Party of Australia","07/08/2012 12:00:00 AM","33000.0000",
"Hancock Coal Pty Ltd","Level 8 307 Queen Street","BRISBANE CITY","QLD","4000","National Party of Australia","10/07/2012 12:00:00 AM","11880.0000",
"Hancock Prospecting Pty Ltd","PO Locked Bag No 2","WEST PERTH","WA","6872","National Party of Australia","03/09/2012 12:00:00 AM","55000.0000",
"Hancock Prospecting Pty Ltd","PO Locked Bag No 2","WEST PERTH","WA","6872","Liberal National Party of Queensland","27/03/2013 12:00:00 AM","8250.0000",
