Donors Returns - 2012-13,
 data exported: 01/Feb/2017 12:02,
DonorClientNm,DonorAddressLine1,DonorSuburb,DonorStateAb,DonorPostcode,RecipientClientNm,DonationDt,AmountPaid,
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party VIC Division","21/08/2012 12:00:00 AM","750.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Lindsay","31/05/2013 12:00:00 AM","500.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of NSW Division - Wentworth","29/05/2013 12:00:00 AM","328.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Warringah","03/08/2012 12:00:00 AM","300.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","ALP VIC Branch","09/11/2012 12:00:00 AM","250.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","LIberal Party NSW Division - Cook","03/10/2012 12:00:00 AM","250.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Lindsay","31/05/2013 12:00:00 AM","250.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Warringah","24/11/2012 12:00:00 AM","190.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","National Party of Australia - NSW (NAT - NSW)","30/08/2012 12:00:00 AM","150.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Bradfield","12/09/2012 12:00:00 AM","95.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party SA - Sturt FEC","22/03/2013 12:00:00 AM","70.0000",
"Advocacy Services Australia Limited","Level 8 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party NSW Division - Cook 200 Club","22/05/2013 12:00:00 AM","60.0000",
"AGL Energy Limited","101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","07/06/2013 12:00:00 AM","10000.0000",
"AGL Energy Limited","101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-VIC","22/11/2012 12:00:00 AM","10000.0000",
"AGL Energy Limited","101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","10/10/2012 12:00:00 AM","3238.0000",
"AGL Energy Limited","101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-VIC","26/04/2013 12:00:00 AM","3000.0000",
"AGL Energy Limited","101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","25/09/2012 12:00:00 AM","2500.0000",
"AGL Energy Limited","101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-VIC","23/07/2012 12:00:00 AM","1100.0000",
"AGL Energy Limited","101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","22/03/2013 12:00:00 AM","500.0000",
"AGL Energy Limited","101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-VIC","20/11/2012 12:00:00 AM","120.0000",
"AHL Administration Pty Ltd","GPO BOX 1609","SYDNEY","NSW","2001","Liberal Party of Australia, NSW Division","18/04/2013 12:00:00 AM","20000.0000",
"AHL Administration Pty Ltd","GPO BOX 1609","SYDNEY","NSW","2001","Liberal Party of Australia","18/04/2013 12:00:00 AM","5000.0000",
"AIMS HOME LOANS PTY LTD","LEVEL 16 CENTRAL SQUARE 323 CASTLEREAGH STREET","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","19/06/2013 12:00:00 AM","40000.0000",
"Akira Investments Ltd - for Joy Chambers-Grundy","Les Caravelles, 25 Blvd Albert 1er","","OS","","Liberal Party of Australia","26/04/2013 12:00:00 AM","200000.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB","11/06/2013 12:00:00 AM","7500.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB","23/10/2012 12:00:00 AM","5000.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB","19/11/2012 12:00:00 AM","5000.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB TAS","05/10/2012 12:00:00 AM","4400.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB VIC","15/11/2012 12:00:00 AM","2625.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB","12/12/2012 12:00:00 AM","1451.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB","07/08/2012 12:00:00 AM","1258.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB VIC","21/02/2013 12:00:00 AM","1075.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB","23/10/2012 12:00:00 AM","1061.0000",
"ALH Group Pty Ltd","Ground Floor 16-20 Claremont Street","SOUTH YARRA","VIC","3141","LIB VIC","20/09/2012 12:00:00 AM","1000.0000",
"Allens","GPO Box 50","SYDNEY","NSW","2001","LIB-NSW","20/06/2013 12:00:00 AM","15000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (ALP)","07/03/2013 12:00:00 AM","15000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","30/01/2013 12:00:00 AM","12000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","14/04/2013 12:00:00 AM","11000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","08/05/2013 12:00:00 AM","10000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia - Tasmanian Division","04/02/2013 12:00:00 AM","8800.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal National Party of Queensland","25/02/2013 12:00:00 AM","7700.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","National Party of Australia","29/04/2013 12:00:00 AM","6600.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","25/06/2013 12:00:00 AM","6600.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party (W.A. Division) Inc.","19/07/2012 12:00:00 AM","5500.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/06/2013 12:00:00 AM","5000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party (W.A. Division) Inc.","30/05/2013 12:00:00 AM","1000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","08/03/2013 12:00:00 AM","990.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (ALP)","10/05/2013 12:00:00 AM","550.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","15/03/2013 12:00:00 AM","400.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","03/03/2013 12:00:00 AM","400.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","02/05/2013 12:00:00 AM","250.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","23/06/2013 12:00:00 AM","250.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","03/10/2012 12:00:00 AM","250.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal National Party of Queensland","05/02/2013 12:00:00 AM","200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal National Party of Queensland","30/08/2012 12:00:00 AM","200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal National Party of Queensland","05/06/2013 12:00:00 AM","200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","01/12/2012 12:00:00 AM","200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","25/01/2013 12:00:00 AM","200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","07/05/2013 12:00:00 AM","175.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","03/08/2012 12:00:00 AM","150.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","02/11/2012 12:00:00 AM","120.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","05/07/2012 12:00:00 AM","80.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","14/09/2012 12:00:00 AM","60.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","LIB - Menzies Research Centre","27/11/2012 12:00:00 AM","22000.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","ALP - Chifley Research Centre","19/12/2012 12:00:00 AM","20000.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","ALP","21/06/2013 12:00:00 AM","8250.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","LIB","27/06/2013 12:00:00 AM","6600.0000",
"ANZ Banking Group Limited","Level 10 833 Collins Street","DOCKLANDS","VIC","3008","Australia Labor Party (ALP)","25/09/2012 12:00:00 AM","80000.0000",
"ANZ Banking Group Limited","Level 10 833 Collins Street","DOCKLANDS","VIC","3008","Liberal Party of Australia (LIB)","25/09/2012 12:00:00 AM","80000.0000",
"Arrow Energy Pty Ltd","GPO Box 5262","BRISBANE","QLD","4001","Australian Labor Party (ALP)","08/11/2012 12:00:00 AM","8250.0000",
"Arrow Energy Pty Ltd","GPO Box 5262","BRISBANE","QLD","4001","Liberal National Party of Queensland","09/01/2013 12:00:00 AM","8250.0000",
"Arrow Energy Pty Ltd","GPO Box 5262","BRISBANE","QLD","4001","National Party of Australia","22/11/2012 12:00:00 AM","6600.0000",
"Arrow Energy Pty Ltd","GPO Box 5262","BRISBANE","QLD","4001","National Party of Australia","22/11/2012 12:00:00 AM","6600.0000",
"Arrow Energy Pty Ltd","GPO Box 5262","BRISBANE","QLD","4001","Liberal National Party of Queensland","26/09/2012 12:00:00 AM","1900.0000",
"Arrow Energy Pty Ltd","GPO Box 5262","BRISBANE","QLD","4001","Australian Labor Party (ALP)","21/11/2012 12:00:00 AM","1650.0000",
"Arrow Energy Pty Ltd","GPO Box 5262","BRISBANE","QLD","4001","Liberal National Party of Queensland","09/01/2013 12:00:00 AM","550.0000",
"AUSTRALIA KINGOLD INVESTMENT DEVELOPMENT CO. PTY. LTD.","Level 2 2 Help Street","CHATSWOOD","NSW","2067","Australian Labor Party (State of Queensland)","25/06/2013 12:00:00 AM","20000.0000",
"AUSTRALIA KINGOLD INVESTMENT DEVELOPMENT CO. PTY. LTD.","Level 2 2 Help Street","CHATSWOOD","NSW","2067","Australian Labor Party (N.S.W. Branch)","26/06/2013 12:00:00 AM","5000.0000",
"Australian Automobile Association","PO Box 1555","Canberra","ACT","2601","Australian Labor Party (ALP)","06/08/2012 12:00:00 AM","7500.0000",
"Australian Automobile Association","PO Box 1555","Canberra","ACT","2601","National Party of Australia","12/10/2012 12:00:00 AM","6000.0000",
"Australian Automobile Association","PO Box 1555","Canberra","ACT","2601","Liberal Party of Australia","21/05/2013 12:00:00 AM","6000.0000",
"Australian Automobile Association","PO Box 1555","Canberra","ACT","2601","Australian Labor Party (ALP)","23/08/2012 12:00:00 AM","5500.0000",
"Australian Automobile Association","PO Box 1555","Canberra","ACT","2601","Liberal Party of Australia, NSW Division","30/09/2012 12:00:00 AM","4000.0000",
"Australian Automobile Association","PO Box 1555","Canberra","ACT","2601","Liberal Party of Australia (Victorian Division)","04/06/2013 12:00:00 AM","2273.0000",
"Australian Automobile Association","PO Box 1555","Canberra","ACT","2601","Liberal Party of Australia (Victorian Division)","20/10/2012 12:00:00 AM","2000.0000",
"Australian Automobile Association","PO Box 1555","Canberra","ACT","2601","Australian Labor Party (ALP)","16/01/2013 12:00:00 AM","1364.0000",
"Australian Automobile Association","PO Box 1555","Canberra","ACT","2601","Liberal Party of Australia","28/06/2013 12:00:00 AM","900.0000",
"Australian Fuel Distributors Pty Ltd","PO Box 95","FORTITUDE VALLEY","QLD","4006","Australian Labor Party (Northern Territory) Branch","01/08/2012 12:00:00 AM","75000.0000",
"Australian Fuel Distributors Pty Ltd","PO Box 95","FORTITUDE VALLEY","QLD","4006","Country Liberals (Northern Territory)","01/08/2012 12:00:00 AM","50000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","10/01/2013 12:00:00 AM","100000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","25/03/2013 12:00:00 AM","100000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia","28/06/2013 12:00:00 AM","100000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","04/03/2013 12:00:00 AM","50000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","22/08/2012 12:00:00 AM","45000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","02/07/2012 12:00:00 AM","15000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","22/11/2012 12:00:00 AM","8000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","08/04/2013 12:00:00 AM","4700.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","National Party of Australia","07/06/2013 12:00:00 AM","4500.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia","06/05/2013 12:00:00 AM","4000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","08/05/2013 12:00:00 AM","2000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","National Party of Australia - Victoria","06/05/2013 12:00:00 AM","1500.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","National Party of Australia - Victoria","05/04/2013 12:00:00 AM","1480.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","National Party of Australia - Victoria","11/10/2012 12:00:00 AM","1100.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","National Party of Australia - Victoria","23/10/2012 12:00:00 AM","1100.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","23/05/2013 12:00:00 AM","1000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","National Party of Australia - Victoria","23/05/2013 12:00:00 AM","1000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","11/09/2012 12:00:00 AM","1000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","25/10/2012 12:00:00 AM","1000.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","24/07/2012 12:00:00 AM","750.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","National Party of Australia - Victoria","07/06/2013 12:00:00 AM","750.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","20/11/2012 12:00:00 AM","500.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","National Party of Australia - Victoria","09/05/2013 12:00:00 AM","440.0000",
"AUSTRALIAN HOTELS & HOSPITALITY ASSOCIATION INC.","LEVEL 1, 1 LITTLE COLLINS STREET","MELBOURNE","VIC","3000","National Party of Australia - Victoria","28/03/2013 12:00:00 AM","200.0000",
"Australian Hotels Association - Federal Office","Level 15 131 Macquarie Street","SYDNEY","NSW","2000","Country Liberals (Northern Territory)","15/08/2012 12:00:00 AM","150000.0000",
"Australian Hotels Association - Federal Office","Level 15 131 Macquarie Street","SYDNEY","NSW","2000","Australian Labor Party (Northern Territory) Branch","08/08/2012 12:00:00 AM","150000.0000",
"Australian Hotels Association - Federal Office","Level 15 131 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","30/10/2012 12:00:00 AM","22500.0000",
"Australian Hotels Association - Federal Office","Level 15 131 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia","14/06/2013 12:00:00 AM","6600.0000",
"Australian Hotels Association - Federal Office","Level 15 131 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia","30/04/2013 12:00:00 AM","2500.0000",
"Australian Hotels Association - Federal Office","Level 15 131 Macquarie Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","04/05/2013 12:00:00 AM","2500.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Australian Labor Party (SA Branch) ALP-SA","06/06/2013 12:00:00 AM","10000.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Liberal Party of Australia (SA) LIB-SA","02/10/2012 12:00:00 AM","5000.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Australian Labor Party (SA Branch) ALP-SA","24/10/2012 12:00:00 AM","3000.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Liberal Party of Australia (SA) LIB","24/04/2013 12:00:00 AM","2500.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Liberal Party of Australia (SA) LIB-SA","26/04/2013 12:00:00 AM","2500.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Liberal Party of Australia Hindmarsh FEC LIB","09/07/2012 12:00:00 AM","2500.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Liberal Party of Australia (SA) LIB-SA","20/05/2013 12:00:00 AM","2500.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Australian Labor Party (SA Branch) ALP-SA","03/05/2013 12:00:00 AM","2200.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Australian Labor Party (SA Branch) ALP-SA","27/06/2013 12:00:00 AM","2000.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Australian Labor Party (SA Branch) ALP-SA","27/06/2013 12:00:00 AM","2000.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Australian Labor Party (SA Branch) ALP-SA","27/06/2013 12:00:00 AM","2000.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Australian Labor Party (SA Branch) ALP-SA","25/07/2012 12:00:00 AM","2000.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Australian Labor Party (SA Branch) ALP-SA","01/11/2012 12:00:00 AM","1500.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Liberal Party of Australia (SA) LIB-SA","03/04/2013 12:00:00 AM","1500.0000",
"Australian Hotels Association (SA Branch)","Level 4 60 Hindmarsh Square","ADELAIDE","SA","5000","Australian Labor Party (SA Branch) ALP-SA","11/07/2012 12:00:00 AM","1500.0000",
