Donors Returns - 2013-14,
 data exported: 01/Feb/2017 12:02,
DonorClientNm,DonorAddressLine1,DonorSuburb,DonorStateAb,DonorPostcode,RecipientClientNm,DonationDt,AmountPaid,
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Liberal National Party of Queensland","01/05/2014 12:00:00 AM","1900.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Australian Labor Party (ALP)","17/07/2013 12:00:00 AM","1500.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Liberal Party of Australia, NSW Division","14/08/2013 12:00:00 AM","1000.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Australian Labor Party (ALP)","07/05/2014 12:00:00 AM","1000.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Australian Labor Party (ALP)","26/09/2013 12:00:00 AM","400.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Australian Labor Party (ALP)","13/03/2014 12:00:00 AM","250.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Liberal National Party of Queensland","13/06/2014 12:00:00 AM","160.0000",
"Communications Electrical Electronic Energy Information Postal P","Level 7 Suite 701 5-13 Rosebery Ave","Rosebery","NSW","2018","Australian Labor Party (ALP)","02/09/2013 12:00:00 AM","200000.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","11/03/2014 12:00:00 AM","8250.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","11/03/2014 12:00:00 AM","8250.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","07/04/2014 12:00:00 AM","5500.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","10/03/2014 12:00:00 AM","2750.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","01/04/2014 12:00:00 AM","2750.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","02/04/2014 12:00:00 AM","2750.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","11/12/2013 12:00:00 AM","1000.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","16/08/2013 12:00:00 AM","950.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","27/08/2013 12:00:00 AM","750.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","28/08/2013 12:00:00 AM","750.0000",
"Coogee Chemicals Pty Ltd","PO Box 5051","ROCKINGHAM BEACH PRIVATE BOXES","WA","6969","Liberal Party of Australia","29/07/2013 12:00:00 AM","50000.0000",
"Coogee Chemicals Pty Ltd","PO Box 5051","ROCKINGHAM BEACH PRIVATE BOXES","WA","6969","Liberal Party of Australia","25/03/2014 12:00:00 AM","10000.0000",
"Corrs Chambers Westgarth","Bourke Place, 600 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia (LIB)","16/04/2014 12:00:00 AM","6069.0000",
"Corrs Chambers Westgarth","Bourke Place, 600 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia (LIB)","31/07/2013 12:00:00 AM","4000.0000",
"Corrs Chambers Westgarth","Bourke Place, 600 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia (LIB)","11/03/2014 12:00:00 AM","2511.0000",
"Corrs Chambers Westgarth","Bourke Place, 600 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia (LIB)","18/02/2014 12:00:00 AM","2468.0000",
"Corrs Chambers Westgarth","Bourke Place, 600 Bourke Street","MELBOURNE","VIC","3000","Liberal Party of Australia (LIB)","07/11/2013 12:00:00 AM","1645.0000",
"Cowden Limited","PO Box 60","WEST PERTH","WA","6872","Liberal Party of Australia (W.A. Div) Inc","15/08/2013 12:00:00 AM","15000.0000",
"Cowden Limited","PO Box 60","WEST PERTH","WA","6872","Liberal Party of Australia (W.A. Div) Inc","22/08/2013 12:00:00 AM","2000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia (Victorian Division)","31/08/2013 12:00:00 AM","25000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party (W.A. Division) Inc.","09/08/2013 12:00:00 AM","25000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party (W.A. Division) Inc.","14/11/2013 12:00:00 AM","25000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Western Australian Branch)","14/11/2013 12:00:00 AM","22000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","07/04/2014 12:00:00 AM","18400.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (ALP)","20/11/2013 12:00:00 AM","11000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","21/03/2014 12:00:00 AM","6422.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia, NSW Division","31/08/2013 12:00:00 AM","5500.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","25/10/2013 12:00:00 AM","4950.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Western Australian Branch)","11/03/2014 12:00:00 AM","3738.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Western Australian Branch)","26/07/2013 12:00:00 AM","3551.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","21/11/2013 12:00:00 AM","3000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (N.S.W. Branch)","23/07/2013 12:00:00 AM","3000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia (Victorian Division)","22/07/2013 12:00:00 AM","3000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Western Australian Branch)","27/08/2013 12:00:00 AM","2855.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","10/03/2014 12:00:00 AM","2790.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","27/08/2013 12:00:00 AM","2500.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","28/01/2014 12:00:00 AM","2314.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (ALP)","19/08/2013 12:00:00 AM","2273.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (ALP)","25/07/2013 12:00:00 AM","2000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party (W.A. Division) Inc.","05/03/2014 12:00:00 AM","2000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","19/06/2014 12:00:00 AM","1911.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","14/08/2013 12:00:00 AM","1873.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","25/11/2013 12:00:00 AM","1745.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","24/10/2013 12:00:00 AM","1731.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","31/07/2013 12:00:00 AM","1675.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","31/10/2013 12:00:00 AM","1100.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","26/07/2013 12:00:00 AM","990.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","08/07/2013 12:00:00 AM","714.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","30/07/2013 12:00:00 AM","714.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","07/08/2013 12:00:00 AM","714.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","12/08/2013 12:00:00 AM","714.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","29/08/2013 12:00:00 AM","714.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","03/09/2013 12:00:00 AM","714.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia","10/09/2013 12:00:00 AM","714.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","20/09/2013 12:00:00 AM","550.0000",
"CST Mining Group Limited","Rooms 4503-05 45/F China Resources Bldg.","Wanchai","OS","","Liberal Party of Australia","27/08/2013 12:00:00 AM","50000.0000",
"CUB Pty Ltd","77 Southbank Boulevard","SOUTHBANK","VIC","3006","Liberal Party of Australia (LIB)","20/06/2014 12:00:00 AM","11000.0000",
"CUB Pty Ltd","77 Southbank Boulevard","SOUTHBANK","VIC","3006","Australian Labor Party (ALP)","30/06/2014 12:00:00 AM","5500.0000",
"CUB Pty Ltd","77 Southbank Boulevard","SOUTHBANK","VIC","3006","Australian Labor Party (ALP)","04/12/2013 12:00:00 AM","5500.0000",
"CUB Pty Ltd","77 Southbank Boulevard","SOUTHBANK","VIC","3006","Australian Labor Party (ALP)","26/02/2014 12:00:00 AM","5500.0000",
"CUB Pty Ltd","77 Southbank Boulevard","SOUTHBANK","VIC","3006","Australian Labor Party (ALP)","05/09/2013 12:00:00 AM","5500.0000",
"CUB Pty Ltd","77 Southbank Boulevard","SOUTHBANK","VIC","3006","Liberal Party of Australia (LIB)","13/05/2014 12:00:00 AM","2200.0000",
"CUB Pty Ltd","77 Southbank Boulevard","SOUTHBANK","VIC","3006","Australian Labor Party (ALP)","26/09/2013 12:00:00 AM","181.0000",
"Customer Owned Banking Association Limited","GPO Box 4686","SYDNEY","NSW","2001","LIB-TAS","10/03/2014 12:00:00 AM","9900.0000",
"Customer Owned Banking Association Limited","GPO Box 4686","SYDNEY","NSW","2001","LIB-TAS","15/08/2013 12:00:00 AM","3300.0000",
"Customer Owned Banking Association Limited","GPO Box 4686","SYDNEY","NSW","2001","LIB-NSW","17/04/2014 12:00:00 AM","660.0000",
"Cyprium Investments P/L","Suite 110/88 Macquarie St","TENERIFFE","QLD","4005","Liberal Party of Australia","04/09/2013 12:00:00 AM","20000.0000",
"David Angus Paradice","","","","","Liberal Party of Australia, NSW Division","11/09/2013 12:00:00 AM","20000.0000",
"Decerna Pty Ltd","Apartment 61, 99 Spring Street","MELBOURNE","VIC","3000","Liberal Party of Australia","08/08/2013 12:00:00 AM","25000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/08/2013 12:00:00 AM","40000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","31/07/2013 12:00:00 AM","10000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","29/11/2013 12:00:00 AM","7504.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","23/07/2013 12:00:00 AM","5852.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","01/08/2013 12:00:00 AM","5684.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","30/08/2013 12:00:00 AM","5500.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","01/04/2014 12:00:00 AM","3872.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","16/12/2013 12:00:00 AM","3784.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","26/07/2013 12:00:00 AM","3311.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/11/2013 12:00:00 AM","3046.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","10/07/2013 12:00:00 AM","3014.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","09/07/2013 12:00:00 AM","2453.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","19/02/2014 12:00:00 AM","2280.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","03/07/2013 12:00:00 AM","2068.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","22/05/2014 12:00:00 AM","2024.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party (W.A. Division) Inc.","12/08/2013 12:00:00 AM","2000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","19/07/2013 12:00:00 AM","1803.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","01/05/2014 12:00:00 AM","1795.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","30/08/2013 12:00:00 AM","1750.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","14/08/2013 12:00:00 AM","1650.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","15/08/2013 12:00:00 AM","1650.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","09/09/2013 12:00:00 AM","1550.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","02/08/2013 12:00:00 AM","1500.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","20/05/2014 12:00:00 AM","1500.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","09/04/2014 12:00:00 AM","1199.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","13/05/2014 12:00:00 AM","1100.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","19/05/2014 12:00:00 AM","1100.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","01/05/2014 12:00:00 AM","1000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","26/09/2013 12:00:00 AM","400.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","26/06/2014 12:00:00 AM","250.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","16/08/2013 12:00:00 AM","100.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","19/11/2013 12:00:00 AM","65.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Australian Labor Party (ALP)","16/10/2013 12:00:00 AM","28325.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","02/05/2014 12:00:00 AM","12000.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","02/07/2013 12:00:00 AM","11000.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","04/09/2013 12:00:00 AM","5500.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","27/03/2014 12:00:00 AM","4500.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","14/08/2013 12:00:00 AM","4000.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","27/08/2013 12:00:00 AM","3500.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","24/08/2013 12:00:00 AM","3000.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","13/05/2014 12:00:00 AM","2500.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","28/05/2014 12:00:00 AM","1480.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","30/04/2014 12:00:00 AM","800.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Australian Labor Party (ALP)","09/10/2013 12:00:00 AM","618.0000",
"DIAH (NT) Pty Ltd atf Airport Hotel Trust","PO Box 2305","Parap","NT","0804","Country Liberals (Northern Territory)","03/09/2013 12:00:00 AM","20000.0000",
"Dr Geoffrey Handbury","","","","","National Party of Australia - Victoria","07/08/2013 12:00:00 AM","100000.0000",
"Dr Geoffrey Handbury","","","","","National Party of Australia - Victoria","03/06/2014 12:00:00 AM","50000.0000",
"Dr Geoffrey Handbury","","","","","Liberal Party of Australia (Victorian Division)","06/09/2013 12:00:00 AM","20000.0000",
"Dr John Kaye","","","","","The Greens NSW","09/08/2013 12:00:00 AM","2000.0000",
"Dr John Kaye","","","","","The Greens NSW","29/08/2013 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","27/09/2013 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","29/10/2013 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","27/11/2013 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","23/12/2013 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","30/01/2014 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","27/02/2014 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","28/03/2014 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","29/04/2014 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","29/05/2014 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","27/06/2014 12:00:00 AM","1523.0000",
"Dr John Kaye","","","","","The Greens NSW","31/07/2013 12:00:00 AM","1490.0000",
"Dr John Kaye","","","","","The Greens NSW","20/06/2014 12:00:00 AM","120.0000",
"Dr John Kaye","","","","","The Greens NSW","26/08/2013 12:00:00 AM","34.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","26/08/2013 12:00:00 AM","2000.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","29/08/2013 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","30/07/2013 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","27/09/2013 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","29/10/2013 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","27/11/2013 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","23/12/2013 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","30/01/2014 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","27/02/2014 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","28/03/2014 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","29/04/2014 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","29/05/2014 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","27/06/2014 12:00:00 AM","1523.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","07/07/2013 12:00:00 AM","280.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","10/12/2013 12:00:00 AM","205.0000",
"Dr Mehreen Faruqi","","","","","The Greens NSW","20/06/2014 12:00:00 AM","120.0000",
"DWS Limited","Level 4, 500 Collins Street","MELBOURNE","VIC","3000","Liberal Party of Australia","28/08/2013 12:00:00 AM","20000.0000",
"Eastern Australia Agriculture Pty Limited","450 Whyendah Road","ST GEORGE","QLD","4487","Liberal Party of Australia, NSW Division","29/08/2013 12:00:00 AM","35000.0000",
"Edinburgh Hotel Pty Ltd","294 Pitt Street","SYDNEY","NSW","2000","Australian Labor Party (NSW Branch)","19/07/2013 12:00:00 AM","20000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Greens, Victorian Branch","06/08/2013 12:00:00 AM","300000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","20/05/2014 12:00:00 AM","120000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Greens, Victorian Branch","30/09/2013 12:00:00 AM","41116.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Socialist Alliance","26/07/2013 12:00:00 AM","20000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Greens, Victorian Branch","01/10/2013 12:00:00 AM","19650.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","06/06/2014 12:00:00 AM","15000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Socialist Alliance","22/08/2013 12:00:00 AM","5000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (South Australian Branch)","15/08/2013 12:00:00 AM","5000.0000",
"Electrical Trades Union","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","29/08/2013 12:00:00 AM","5000.0000",
"Employers Mutual SA Pty Ltd","GPO Box 2575","ADELAIDE","SA","5001","Liberal Party of Australia (S.A. Division)","21/01/2014 12:00:00 AM","20000.0000",
"Energy Australia Pty Ltd","Level 33, 385 Bourke St","MELBOURNE","VIC","3000","Liberal Party of Australia (Vic Division)","27/02/2014 12:00:00 AM","30000.0000",
"Energy Australia Pty Ltd","Level 33, 385 Bourke St","MELBOURNE","VIC","3000","Australian Labor Party","30/01/2014 12:00:00 AM","11000.0000",
"Energy Australia Pty Ltd","Level 33, 385 Bourke St","MELBOURNE","VIC","3000","Liberal Party of Australia (Tas Branch)","30/01/2014 12:00:00 AM","2000.0000",
"Energy Australia Pty Ltd","Level 33, 385 Bourke St","MELBOURNE","VIC","3000","Australian Labor Party (VIC Branch)","29/07/2013 12:00:00 AM","1550.0000",
"Energy Australia Pty Ltd","Level 33, 385 Bourke St","MELBOURNE","VIC","3000","Australian Labor Party (SA Branch)","18/02/2014 12:00:00 AM","1000.0000",
"Energy Australia Pty Ltd","Level 33, 385 Bourke St","MELBOURNE","VIC","3000","Australian Labor Party (VIC Branch)","01/11/2013 12:00:00 AM","500.0000",
"Energy Australia Pty Ltd","Level 33, 385 Bourke St","MELBOURNE","VIC","3000","Liberal Party of Australia (SA Branch)","14/02/2014 12:00:00 AM","175.0000",
"ERM Power Limited","Level 52  111 Eagle Street","Brisbane","QLD","4000","Liberal National Party of Queensland","30/08/2013 12:00:00 AM","12500.0000",
"ERM Power Limited","Level 52  111 Eagle Street","Brisbane","QLD","4000","Liberal National Party of Queensland","21/02/2014 12:00:00 AM","2200.0000",
"ERM Power Limited","Level 52  111 Eagle Street","Brisbane","QLD","4000","Liberal National Party of Queensland","29/09/2013 12:00:00 AM","2100.0000",
"ERM Power Limited","Level 52  111 Eagle Street","Brisbane","QLD","4000","Liberal National Party of Queensland","14/02/2014 12:00:00 AM","2000.0000",
"ERM Power Limited","Level 52  111 Eagle Street","Brisbane","QLD","4000","Liberal National Party of Queensland","31/10/2013 12:00:00 AM","2000.0000",
"ERM Power Limited","Level 52  111 Eagle Street","Brisbane","QLD","4000","Liberal National Party of Queensland","25/11/2013 12:00:00 AM","1100.0000",
"Ernst and Young Services Trust","680 George Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","01/07/2013 12:00:00 AM","11000.0000",
"Ernst and Young Services Trust","680 George Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","18/02/2014 12:00:00 AM","6496.0000",
"Ernst and Young Services Trust","680 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (S.A. Division)","04/02/2014 12:00:00 AM","5520.0000",
"Ernst and Young Services Trust","680 George Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","04/09/2013 12:00:00 AM","5500.0000",
"Ernst and Young Services Trust","680 George Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","22/11/2013 12:00:00 AM","5500.0000",
"Ernst and Young Services Trust","680 George Street","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","09/05/2014 12:00:00 AM","5400.0000",
"Ernst and Young Services Trust","680 George Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","09/10/2013 12:00:00 AM","5220.0000",
