Donors Returns - 2013-14,
 data exported: 01/Feb/2017 12:02,
DonorClientNm,DonorAddressLine1,DonorSuburb,DonorStateAb,DonorPostcode,RecipientClientNm,DonationDt,AmountPaid,
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia NSW Division","24/06/2014 12:00:00 AM","1165.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia - Bradfield FEC","13/05/2014 12:00:00 AM","1000.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia - SA Fisher SEC","28/02/2014 12:00:00 AM","1000.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","ALP VIC Branch","19/08/2013 12:00:00 AM","900.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","ALP NSW Branch","07/03/2014 12:00:00 AM","500.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia - Bradfield FEC","29/08/2013 12:00:00 AM","500.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia - Wentworth FEC","30/08/2013 12:00:00 AM","500.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia NSW Division","16/05/2014 12:00:00 AM","454.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","ALP National Secretariat","15/05/2014 12:00:00 AM","454.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","ALP NSW Branch","02/08/2013 12:00:00 AM","454.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia NSW Division","15/05/2014 12:00:00 AM","335.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia NSW Division","19/03/2014 12:00:00 AM","272.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia NSW Division","07/03/2014 12:00:00 AM","272.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia NSW Division","04/05/2014 12:00:00 AM","250.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia SA - Bragg SEC","18/02/2014 12:00:00 AM","250.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia NSW Division","02/05/2014 12:00:00 AM","227.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","NSW Nationals","06/03/2014 12:00:00 AM","227.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia NSW Division","04/09/2013 12:00:00 AM","200.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia NSW Division","26/05/2014 12:00:00 AM","185.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia VIC - Enterprise 500 Victoria","14/11/2013 12:00:00 AM","150.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","ALP NSW Branch","23/08/2013 12:00:00 AM","100.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia SA - Unley","26/06/2014 12:00:00 AM","85.0000",
"Advocacy Services Australia Limited","Level 8, 8-10 Loftus Street","SYDNEY","NSW","2000","Liberal Party of Australia - Bradfield FEC","03/07/2013 12:00:00 AM","70.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-VIC","26/05/2014 12:00:00 AM","30000.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-VIC","30/06/2014 12:00:00 AM","24010.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-VIC","08/07/2013 12:00:00 AM","15000.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LNP-QLD","10/06/2014 12:00:00 AM","11000.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","25/06/2014 12:00:00 AM","11000.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-SA","31/03/2014 12:00:00 AM","5500.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","NAT-NSW","28/04/2014 12:00:00 AM","5250.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","08/08/2013 12:00:00 AM","5000.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","28/11/2013 12:00:00 AM","4400.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","16/12/2013 12:00:00 AM","3000.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","28/02/2014 12:00:00 AM","3000.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","04/03/2014 12:00:00 AM","2500.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","13/06/2014 12:00:00 AM","2500.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-VIC","28/10/2013 12:00:00 AM","2500.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-VIC","31/12/2013 12:00:00 AM","2500.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-WA","08/07/2013 12:00:00 AM","2500.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB","13/08/2013 12:00:00 AM","2000.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-VIC","09/04/2014 12:00:00 AM","1500.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","04/02/2014 12:00:00 AM","1100.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-NSW","30/08/2013 12:00:00 AM","1000.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-VIC","31/12/2013 12:00:00 AM","500.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","13/09/2013 12:00:00 AM","450.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-SA","14/02/2014 12:00:00 AM","350.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","23/12/2013 12:00:00 AM","280.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","NAT-NSW","26/02/2014 12:00:00 AM","250.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","24/02/2014 12:00:00 AM","240.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-SA","30/01/2014 12:00:00 AM","180.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","LIB-SA","04/02/2014 12:00:00 AM","180.0000",
"AGL Energy Limited","L22, 101 Miller Street","NORTH SYDNEY","NSW","2060","ALP-SA","12/06/2014 12:00:00 AM","120.0000",
"Akira Investments Ltd - for Joy Chambers-Grundy","Les Caravelles, 25 Blvd Albert 1er","","OS","","Liberal Party of Australia","24/07/2013 12:00:00 AM","50000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia (S.A. Division)","16/01/2014 12:00:00 AM","20000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (ALP)","12/03/2014 12:00:00 AM","16500.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","29/04/2014 12:00:00 AM","12000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","05/05/2014 12:00:00 AM","12000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","11/03/2014 12:00:00 AM","12000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal National Party of Queensland","01/02/2014 12:00:00 AM","11600.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia - Tasmanian Division","15/06/2014 12:00:00 AM","11000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","01/07/2013 12:00:00 AM","11000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","12/06/2014 12:00:00 AM","11000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","03/04/2014 12:00:00 AM","11000.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","04/09/2013 12:00:00 AM","2750.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (ALP)","15/08/2013 12:00:00 AM","2200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","03/02/2014 12:00:00 AM","1500.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","31/03/2014 12:00:00 AM","1100.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","30/04/2014 12:00:00 AM","750.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","14/04/2014 12:00:00 AM","720.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia (Victorian Division)","14/11/2013 12:00:00 AM","700.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","30/06/2014 12:00:00 AM","700.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (Victorian Branch)","30/08/2013 12:00:00 AM","500.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","01/07/2013 12:00:00 AM","500.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","10/06/2014 12:00:00 AM","500.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (ALP)","14/04/2014 12:00:00 AM","500.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","29/05/2014 12:00:00 AM","480.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","20/11/2013 12:00:00 AM","350.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","12/03/2014 12:00:00 AM","300.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (ALP)","12/03/2014 12:00:00 AM","250.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","01/07/2013 12:00:00 AM","250.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal National Party of Queensland","11/03/2014 12:00:00 AM","200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal National Party of Queensland","15/03/2014 12:00:00 AM","200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","17/03/2014 12:00:00 AM","200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal National Party of Queensland","27/05/2014 12:00:00 AM","200.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Australian Labor Party (South Australian Branch)","20/11/2013 12:00:00 AM","150.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","27/11/2013 12:00:00 AM","100.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","24/04/2014 12:00:00 AM","60.0000",
"Allianz Australia Ltd","Level 12,  2 Market St","SYDNEY","NSW","2000","Liberal Party of Australia","30/06/2014 12:00:00 AM","60.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Liberal Party of Australia","13/11/2013 12:00:00 AM","22000.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Australian Labor Party (ALP)","28/11/2013 12:00:00 AM","20000.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Australian Labor Party (ALP)","19/06/2014 12:00:00 AM","11000.0000",
"AMP Services Ltd","PO Box 3409","MANUKA","ACT","2603","Australian Labor Party (ALP)","11/04/2014 12:00:00 AM","515.0000",
"ANZ Banking Group Limited","Level 10, 833 Collins Street Docklands","MELBOURNE","VIC","3008","Liberal Party of Australia","01/07/2013 12:00:00 AM","150000.0000",
"ANZ Banking Group Limited","Level 10, 833 Collins Street Docklands","MELBOURNE","VIC","3008","Australian Labor Party (ALP)","01/07/2013 12:00:00 AM","75000.0000",
"AOT Group Limited","179 Normanby Road","SOUTH MELBOURNE","VIC","3205","Liberal Party of Australia (Victorian Division)","02/08/2013 12:00:00 AM","25000.0000",
"AOT Group Limited","179 Normanby Road","SOUTH MELBOURNE","VIC","3205","Liberal Party of Australia (Victorian Division)","20/09/2013 12:00:00 AM","15000.0000",
"AOT Group Limited","179 Normanby Road","SOUTH MELBOURNE","VIC","3205","Liberal Party of Australia (Victorian Division)","30/06/2014 12:00:00 AM","10000.0000",
"AOT Group Limited","179 Normanby Road","SOUTH MELBOURNE","VIC","3205","Liberal Party of Australia","20/08/2013 12:00:00 AM","5079.0000",
"AOT Group Limited","179 Normanby Road","SOUTH MELBOURNE","VIC","3205","Liberal Party of Australia (Victorian Division)","03/09/2013 12:00:00 AM","5000.0000",
"AOT Group Limited","179 Normanby Road","SOUTH MELBOURNE","VIC","3205","Liberal Party of Australia","15/05/2014 12:00:00 AM","843.0000",
"APEC Links Investment Pty Ltd","Suite 417/470 St Kilda Rd","MELBOURNE","VIC","3004","Australian Labor Party (ALP)","31/07/2013 12:00:00 AM","20000.0000",
"Arnold Bloch Leibler","333 Collins St","MELBOURNE","VIC","3000","Liberal Party of Australia","14/08/2013 12:00:00 AM","25000.0000",
"Arnold Bloch Leibler","333 Collins St","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","12/08/2013 12:00:00 AM","4000.0000",
"Arnold Bloch Leibler","333 Collins St","MELBOURNE","VIC","3000","Liberal Party of Australia (Victorian Division)","21/11/2013 12:00:00 AM","3000.0000",
"Arnold Bloch Leibler","333 Collins St","MELBOURNE","VIC","3000","Australian Labor Party (ALP)","29/04/2014 12:00:00 AM","1100.0000",
"Arnold Bloch Leibler","333 Collins St","MELBOURNE","VIC","3000","Liberal Party of Australia","14/10/2013 12:00:00 AM","1000.0000",
"Arnold Bloch Leibler","333 Collins St","MELBOURNE","VIC","3000","Australian Labor Party (Victorian Branch)","12/08/2013 12:00:00 AM","1000.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB","26/06/2014 12:00:00 AM","15000.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-ACT","25/03/2014 12:00:00 AM","15000.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-ACT","13/06/2014 12:00:00 AM","15000.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-SA","30/05/2014 12:00:00 AM","4500.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-VIC","01/10/2013 12:00:00 AM","3500.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-WA","11/04/2014 12:00:00 AM","3000.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-ACT","05/08/2013 12:00:00 AM","2000.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-WA","30/08/2013 12:00:00 AM","2000.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-WA","24/09/2013 12:00:00 AM","1700.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-ACT","08/07/2013 12:00:00 AM","895.0000",
"Aspen Medical Pty Ltd","Suite 17C, 2 King Street","DEAKIN","ACT","2600","LIB-ACT","17/03/2014 12:00:00 AM","250.0000",
"Assyrian Sports and Cultural Club Ltd","52-54 Stanbrook Street","FAIRFIELD HEIGHTS","NSW","2165","Australian Labor Party (N.S.W. Branch)","12/09/2013 12:00:00 AM","16600.0000",
"ASX Limited","20 Bridge Street","SYDNEY","NSW","2000","Liberal Party of Australia (WA Division) Inc/LIB-WA","01/07/2013 12:00:00 AM","15000.0000",
"ASX Limited","20 Bridge Street","SYDNEY","NSW","2000","Liberal Party of Australia (WA Division) Inc/LIB-WA","11/03/2014 12:00:00 AM","10000.0000",
"Ateco Group","862-874 Elizabeth Street","Waterloo","NSW","2017","Liberal Party of Australia","12/08/2013 12:00:00 AM","25000.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LIB - Conference: Business Observers Programme","01/06/2014 12:00:00 AM","11000.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - State LNP Annual Conference - Toowoomba","01/01/2014 12:00:00 AM","8300.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - LNP National Convention - Brisbane","16/06/2014 12:00:00 AM","8300.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - LNP Conference","02/07/2013 12:00:00 AM","5500.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - LNP Conference","05/12/2013 12:00:00 AM","4950.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - LNP Conference - Brisbane","09/08/2013 12:00:00 AM","3300.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - Function 18/12/13","13/12/2013 12:00:00 AM","2200.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - Policy Discussion - State Budget 2014","28/05/2014 12:00:00 AM","1900.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - Q Forum Women of Influence Series","17/03/2014 12:00:00 AM","1650.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - Q Forum Event","02/07/2013 12:00:00 AM","300.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","LNP-QLD - Q Forum Women of Influence Event","22/04/2014 12:00:00 AM","150.0000",
"Aurizon Holdings Limited","GPO Box 456","BRISBANE","QLD","4000","ALP - ALP Ministerial Forum - Sydney","14/08/2013 12:00:00 AM","50.0000",
"Austar Group Melbourne Pty Ltd","Suite 406-408, 2 Queen Street","MELBOURNE","VIC","3000","ALP","02/09/2013 12:00:00 AM","25000.0000",
"Austar Group Melbourne Pty Ltd","Suite 406-408, 2 Queen Street","MELBOURNE","VIC","3000","ALP","04/09/2013 12:00:00 AM","20000.0000",
"Australia Chinese Business Elite Awards Pty Ltd","Suite 3, Level 1, 15-29 Bank St","SOUTH MELBOURNE","VIC","3205","ALP","31/07/2013 12:00:00 AM","260000.0000",
"Australia Chinese Teo Chew Association","15 Park Road","CABRAMATTA","NSW","2166","ALP-NSW","26/08/2013 12:00:00 AM","30000.0000",
"AUSTRALIA KINGOLD INVESTMENT DEVELOPMENT CO. PTY. LTD.","Level 2 2 Help Street","CHATSWOOD","NSW","2067","Australian Labor Party (ALP)","13/08/2013 12:00:00 AM","600000.0000",
"AUSTRALIA KINGOLD INVESTMENT DEVELOPMENT CO. PTY. LTD.","Level 2 2 Help Street","CHATSWOOD","NSW","2067","Liberal Party of Australia","16/08/2013 12:00:00 AM","200000.0000",
"AUSTRALIA KINGOLD INVESTMENT DEVELOPMENT CO. PTY. LTD.","Level 2 2 Help Street","CHATSWOOD","NSW","2067","Australian Labor Party (N.S.W. Branch)","25/07/2013 12:00:00 AM","20000.0000",
"AUSTRALIA KINGOLD INVESTMENT DEVELOPMENT CO. PTY. LTD.","Level 2 2 Help Street","CHATSWOOD","NSW","2067","Australian Labor Party (N.S.W. Branch)","20/08/2013 12:00:00 AM","15000.0000",
