Donors Returns - 2014-15,
 data exported: 01/Feb/2017 12:02,
DonorClientNm,DonorAddressLine1,DonorSuburb,DonorStateAb,DonorPostcode,RecipientClientNm,DonationDt,AmountPaid,
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Australian Labor Party (ALP)","29/07/2014 12:00:00 AM","6375.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Australian Labor Party (ALP)","26/09/2014 12:00:00 AM","2500.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Australian Labor Party (ALP)","30/07/2014 12:00:00 AM","2500.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Liberal National Party of Queensland","21/01/2015 12:00:00 AM","2000.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","National Party of Australia - N.S.W.","19/02/2015 12:00:00 AM","2000.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Liberal Party of Australia, NSW Division","04/06/2015 12:00:00 AM","750.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Australian Labor Party (ALP)","09/03/2015 12:00:00 AM","550.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","National Party of Australia","31/03/2015 12:00:00 AM","440.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Australian Labor Party (N.S.W. Branch)","18/07/2014 12:00:00 AM","200.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Liberal Party of Australia","26/03/2015 12:00:00 AM","200.0000",
"Commonwealth Bank of Australia","Level 5, 201 Sussex Street","Sydney","NSW","2000","Liberal Party of Australia (S.A. Division)","02/02/2015 12:00:00 AM","105.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","30/09/2014 12:00:00 AM","16500.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","30/09/2014 12:00:00 AM","16500.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","30/09/2014 12:00:00 AM","16500.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","30/09/2014 12:00:00 AM","5000.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","30/09/2014 12:00:00 AM","5000.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","08/10/2014 12:00:00 AM","5000.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","23/01/2015 12:00:00 AM","4600.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","06/11/2014 12:00:00 AM","4000.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","01/09/2014 12:00:00 AM","3000.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","26/06/2015 12:00:00 AM","3000.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","26/08/2014 12:00:00 AM","2750.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","26/08/2014 12:00:00 AM","1640.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","19/08/2014 12:00:00 AM","1045.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","08/07/2014 12:00:00 AM","1042.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","26/05/2015 12:00:00 AM","1000.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","07/11/2014 12:00:00 AM","750.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","04/06/2015 12:00:00 AM","500.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","27/07/2014 12:00:00 AM","431.0000",
"Consolidated Properties Group Pty Ltd","GPO BOX 5297","BRISBANE","QLD","4001","Liberal National Party of Queensland","29/01/2015 12:00:00 AM","250.0000",
"Corrs Chambers Westgarth","567 Collins Street","MELBOURNE","VIC","3000","Australia Labor Party - Victoria (ALP-VIC)","15/08/2014 12:00:00 AM","4950.0000",
"Corrs Chambers Westgarth","567 Collins Street","MELBOURNE","VIC","3000","Australia Labor Party - Victoria (ALP-VIC)","20/05/2015 12:00:00 AM","4400.0000",
"Corrs Chambers Westgarth","567 Collins Street","MELBOURNE","VIC","3000","Australia Labor Party - Victoria (ALP-VIC)","25/03/2015 12:00:00 AM","2200.0000",
"Corrs Chambers Westgarth","567 Collins Street","MELBOURNE","VIC","3000","Australia Labor Party - Victoria (ALP-VIC)","30/09/2014 12:00:00 AM","1335.0000",
"Corrs Chambers Westgarth","567 Collins Street","MELBOURNE","VIC","3000","Australia Labor Party - Victoria (ALP-VIC)","06/05/2015 12:00:00 AM","660.0000",
"CPA Australia Ltd","L20/28 Freshwater Place","SOUTHBANK","VIC","3006","LIB-TAS","09/10/2014 12:00:00 AM","11999.0000",
"CPA Australia Ltd","L20/28 Freshwater Place","SOUTHBANK","VIC","3006","LIB","12/05/2015 12:00:00 AM","1250.0000",
"CropLife Australia Limited","Locked Bag 916","CANBERRA","ACT","2600","National Party of Australia","04/07/2014 12:00:00 AM","22000.0000",
"CropLife Australia Limited","Locked Bag 916","CANBERRA","ACT","2600","Australian Labor Party (ALP)","10/07/2014 12:00:00 AM","16500.0000",
"CropLife Australia Limited","Locked Bag 916","CANBERRA","ACT","2600","National Party of Australia - N.S.W.","19/05/2015 12:00:00 AM","5000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia (Victorian Division)","04/07/2014 12:00:00 AM","30000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party (W.A. Division) Inc.","22/08/2014 12:00:00 AM","25000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party (W.A. Division) Inc.","14/10/2014 12:00:00 AM","25000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Western Australian Branch)","14/10/2014 12:00:00 AM","22000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","24/06/2015 12:00:00 AM","20000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","11/08/2014 12:00:00 AM","19000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia (Victorian Division)","23/06/2015 12:00:00 AM","11000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","21/05/2015 12:00:00 AM","3112.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","05/08/2014 12:00:00 AM","3000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","14/10/2014 12:00:00 AM","3000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party (W.A. Division) Inc.","02/06/2015 12:00:00 AM","2904.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","23/02/2015 12:00:00 AM","2832.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party (W.A. Division) Inc.","11/08/2014 12:00:00 AM","2752.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Western Australian Branch)","13/11/2014 12:00:00 AM","2750.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (ALP)","10/03/2015 12:00:00 AM","2241.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia (Victorian Division)","18/11/2014 12:00:00 AM","2200.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia (Victorian Division)","01/05/2015 12:00:00 AM","1929.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","08/09/2014 12:00:00 AM","1566.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","National Party of Australia (WA) Inc","10/11/2014 12:00:00 AM","1436.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party (W.A. Division) Inc.","11/05/2015 12:00:00 AM","1000.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Australian Labor Party (Victorian Branch)","15/07/2014 12:00:00 AM","990.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party (W.A. Division) Inc.","25/11/2014 12:00:00 AM","500.0000",
"Crown Resorts Limited","8 Whiteman St","Southbank","VIC","3006","Liberal Party of Australia (Victorian Division)","15/05/2015 12:00:00 AM","350.0000",
"Deepdene Investments Pty Ltd","3 Deepdene Place","BALWYN","VIC","3103","Liberal Party of Australia (Victorian Division)","31/07/2014 12:00:00 AM","15000.0000",
"Della International College Pty Ltd","Level 1, 150-154 A'Beckett Street","Melbourne","VIC","3000","Liberal National Party of Queensland","03/11/2014 12:00:00 AM","17090.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/03/2015 12:00:00 AM","40000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","09/04/2015 12:00:00 AM","7142.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","23/02/2015 12:00:00 AM","6127.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","National Party of Australia - N.S.W.","28/03/2015 12:00:00 AM","5700.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","13/11/2014 12:00:00 AM","5378.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","10/09/2014 12:00:00 AM","5326.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (N.S.W. Branch)","28/03/2015 12:00:00 AM","5000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Country Labor Party","28/03/2015 12:00:00 AM","5000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","12/12/2014 12:00:00 AM","4967.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","14/08/2014 12:00:00 AM","4615.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","13/02/2015 12:00:00 AM","4564.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","17/02/2015 12:00:00 AM","4508.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","06/05/2015 12:00:00 AM","3300.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","24/07/2014 12:00:00 AM","3256.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","08/10/2014 12:00:00 AM","3256.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","04/05/2015 12:00:00 AM","3080.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","18/02/2015 12:00:00 AM","3000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","10/03/2015 12:00:00 AM","3000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/04/2015 12:00:00 AM","2730.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (S.A. Division)","20/02/2015 12:00:00 AM","2690.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","28/10/2014 12:00:00 AM","2500.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","12/03/2015 12:00:00 AM","2500.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","24/03/2015 12:00:00 AM","2222.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","16/02/2015 12:00:00 AM","2222.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","25/03/2015 12:00:00 AM","2040.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","20/02/2015 12:00:00 AM","1997.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","08/12/2014 12:00:00 AM","1738.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","20/03/2015 12:00:00 AM","1632.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","19/08/2014 12:00:00 AM","1628.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","28/03/2015 12:00:00 AM","1550.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","28/03/2015 12:00:00 AM","1500.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","28/03/2015 12:00:00 AM","1500.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","05/12/2014 12:00:00 AM","1500.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","11/12/2014 12:00:00 AM","1408.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","18/07/2014 12:00:00 AM","1349.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia (S.A. Division)","11/03/2015 12:00:00 AM","1193.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","17/07/2014 12:00:00 AM","1188.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","13/11/2014 12:00:00 AM","1100.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","20/10/2014 12:00:00 AM","1100.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","05/03/2015 12:00:00 AM","1000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (N.S.W. Branch)","06/03/2015 12:00:00 AM","1000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia, NSW Division","10/10/2014 12:00:00 AM","1000.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (N.S.W. Branch)","28/03/2015 12:00:00 AM","500.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","06/02/2015 12:00:00 AM","300.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","National Party of Australia","11/11/2014 12:00:00 AM","300.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (N.S.W. Branch)","03/11/2014 12:00:00 AM","280.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal National Party of Queensland","20/06/2015 12:00:00 AM","250.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Australian Labor Party (ALP)","03/12/2014 12:00:00 AM","190.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","29/05/2015 12:00:00 AM","120.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","28/11/2014 12:00:00 AM","99.0000",
"Deloitte Touche Tohmatsu","c/o Level 2, 225 George Street","SYDNEY","NSW","2000","Liberal Party of Australia","14/04/2015 12:00:00 AM","65.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia","02/07/2014 12:00:00 AM","10000.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia","15/05/2015 12:00:00 AM","1000.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia","27/03/2015 12:00:00 AM","1000.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Australian Labor Party (ALP)","10/10/2014 12:00:00 AM","650.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Australian Labor Party (ALP)","07/04/2015 12:00:00 AM","559.0000",
"Deutsche Bank","Level 16, Deutsche Bank Place Cnr Hunter & Phillip Streets","SYDNEY","NSW","2000","Liberal Party of Australia","18/02/2015 12:00:00 AM","100.0000",
"DMG (Qld) Pty Ltd","101 Layfield Rd","ANSTEAD","QLD","4070","Liberal National Party of Queensland","16/04/2015 12:00:00 AM","15000.0000",
"Douglas Kefford Capital Pty Ltd","PO Box 293","NIDDRIE","VIC","3042","National Party of Australia - Victoria","27/10/2014 12:00:00 AM","20000.0000",
"Douglas Kefford Capital Pty Ltd","PO Box 293","NIDDRIE","VIC","3042","Liberal Party of Australia (Victorian Division)","10/11/2014 12:00:00 AM","15000.0000",
"Douglas Kefford Capital Pty Ltd","PO Box 293","NIDDRIE","VIC","3042","National Party of Australia - Victoria","28/10/2014 12:00:00 AM","10000.0000",
"Dr John Kaye","","","","","The Greens NSW","30/04/2015 12:00:00 AM","1758.0000",
"Dr John Kaye","","","","","The Greens NSW","31/05/2015 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","30/06/2015 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","31/07/2014 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","31/08/2014 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","30/09/2014 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","31/10/2014 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","30/11/2014 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","31/12/2014 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","31/01/2015 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","28/02/2015 12:00:00 AM","1557.0000",
"Dr John Kaye","","","","","The Greens NSW","31/03/2015 12:00:00 AM","1356.0000",
"Dr John Kaye","","","","","The Greens NSW","20/05/2015 12:00:00 AM","200.0000",
"Dr John Kaye","","","","","The Greens NSW","20/06/2015 12:00:00 AM","120.0000",
"Dr John Kaye","","","","","The Greens NSW","01/12/2014 12:00:00 AM","100.0000",
"Dr John Kaye","","","","","The Greens NSW","11/02/2015 12:00:00 AM","55.0000",
"Dr John Kaye","","","","","The Greens NSW","17/09/2014 12:00:00 AM","40.0000",
"Dr John Kaye","","","","","The Greens NSW","03/09/2014 12:00:00 AM","40.0000",
"Dr John Kaye","","","","","The Greens NSW","17/10/2014 12:00:00 AM","30.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","30/04/2015 12:00:00 AM","1758.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","31/05/2015 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","30/06/2015 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","31/07/2014 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","31/08/2014 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","30/09/2014 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","31/10/2014 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","30/11/2014 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","31/12/2014 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","31/01/2015 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","28/02/2015 12:00:00 AM","1557.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","31/03/2015 12:00:00 AM","1356.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","16/06/2015 12:00:00 AM","200.0000",
"Dr Mehreen Faruqi","","","","","GRN-NSW","20/06/2015 12:00:00 AM","120.0000",
"Dr Thomas Lynch","","","","","Liberal National Party of Queensland","29/04/2015 12:00:00 AM","4000.0000",
"Dr Thomas Lynch","","","","","Liberal National Party of Queensland","21/10/2014 12:00:00 AM","4000.0000",
"Dr Thomas Lynch","","","","","Liberal National Party of Queensland","09/10/2014 12:00:00 AM","3000.0000",
"Dr Thomas Lynch","","","","","Liberal Party of Australia","15/12/2014 12:00:00 AM","3000.0000",
"Dr Thomas Lynch","","","","","Liberal National Party of Queensland","19/05/2015 12:00:00 AM","1300.0000",
"Dr Thomas Lynch","","","","","Liberal National Party of Queensland","15/01/2015 12:00:00 AM","1000.0000",
"Dr Thomas Lynch","","","","","Liberal National Party of Queensland","18/05/2015 12:00:00 AM","400.0000",
"Dr Thomas Lynch","","","","","Liberal National Party of Queensland","04/05/2015 12:00:00 AM","131.0000",
"East Coast Car Rentals","82 Wickham Street","FORTITUDE VALLEY","QLD","4006","LNP-QLD","08/01/2015 12:00:00 AM","20858.0000",
"East Coast Car Rentals","82 Wickham Street","FORTITUDE VALLEY","QLD","4006","LNP-QLD","08/01/2015 12:00:00 AM","17391.0000",
"East Coast Car Rentals","82 Wickham Street","FORTITUDE VALLEY","QLD","4006","LNP-QLD","08/01/2015 12:00:00 AM","5000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","15000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","15000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","15000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","15000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","10000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","10000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","10000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","10000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","10000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","10000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","17/07/2014 12:00:00 AM","10000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (State of Queensland)","07/08/2014 12:00:00 AM","5000.0000",
"Electrical Trades Union of Australia - Victorian Branch","Level 1, 200 Arden Street","NORTH MELBOURNE","VIC","3051","Australian Labor Party (Victorian Branch)","03/06/2015 12:00:00 AM","1000.0000",
"Energy Developments Limited","Garden City Office Park Building 17, 2404 Logan Road","EIGHT MILE PLAINS","QLD","4113","Liberal National Party - LNP QLD","31/12/2014 12:00:00 AM","5000.0000",
"Energy Developments Limited","Garden City Office Park Building 17, 2404 Logan Road","EIGHT MILE PLAINS","QLD","4113","Australian Labor Party - ALP WA","14/05/2015 12:00:00 AM","1650.0000",
"Energy Developments Limited","Garden City Office Park Building 17, 2404 Logan Road","EIGHT MILE PLAINS","QLD","4113","Australian Labor Party - ALP WA","17/11/2014 12:00:00 AM","1650.0000",
"Energy Developments Limited","Garden City Office Park Building 17, 2404 Logan Road","EIGHT MILE PLAINS","QLD","4113","Liberal Party of Australia - LIB VIC","30/06/2015 12:00:00 AM","1500.0000",
